Wall time,Step,Value
1634684695.647688,10001,429.4827575683594
1634684745.2798064,20001,390.0
1634684794.9267797,30001,436.70001220703125
1634684844.2871592,40001,442.6000061035156
1634684896.108911,50001,392.3999938964844
1634684966.4662457,60001,405.6000061035156
1634685036.7055194,70001,451.1000061035156
1634685106.8103104,80001,473.20001220703125
1634685176.7144506,90001,459.3999938964844
1634685246.731103,100001,470.6000061035156
1634685317.1351542,110001,466.8999938964844
1634685387.5448608,120001,417.5
1634685458.1102095,130001,451.79998779296875
1634685529.048286,140001,458.70001220703125
1634685599.6863394,150001,472.20001220703125
1634685670.2287242,160001,472.6000061035156
1634685740.7579198,170001,513.0
1634685811.1076844,180001,587.7000122070312
1634685881.5215259,190001,547.9000244140625
1634685952.7005188,200001,542.5
1634686024.531099,210001,595.7000122070312
1634686094.875465,220001,561.0
1634686165.4825692,230001,572.5999755859375
1634686236.198344,240001,586.9000244140625
1634686377.8313115,260001,652.0999755859375
1634686448.7241406,270001,640.0
1634686519.3434439,280001,641.5
1634686590.6143396,290001,669.2000122070312
1634686661.8905246,300001,720.4000244140625
1634686733.0142076,310001,705.5
1634686803.9733586,320001,783.5
1634686874.736191,330001,816.5999755859375
1634686944.470594,340001,788.9000244140625
1634687011.8590643,350001,824.5999755859375
1634687081.372078,360001,740.4000244140625
1634687150.060213,370001,733.2999877929688
1634687219.0770555,380001,745.4000244140625
1634687287.9903665,390001,694.5
1634687356.873901,400001,708.7000122070312
1634687426.5594995,410001,757.9000244140625
1634687495.8230999,420001,735.2999877929688
1634687563.661894,430001,790.7000122070312
1634687631.5804198,440001,849.9000244140625
1634687699.4087532,450001,819.2999877929688
1634687767.260174,460001,813.2999877929688
1634687834.8890092,470001,830.7999877929688
1634687902.882658,480001,828.2999877929688
1634687970.9553323,490001,843.7000122070312
1634688039.0638778,500001,904.5
1634688107.0384698,510001,877.7000122070312
1634688174.7350924,520001,894.9000244140625
1634688242.6877904,530001,853.0
1634688311.34964,540001,819.9000244140625
1634688379.9714468,550001,892.7000122070312
1634688447.9997394,560001,870.2000122070312
1634688516.407497,570001,820.5999755859375
1634688584.8586547,580001,855.7999877929688
1634688653.5046885,590001,918.9000244140625
1634688721.7424312,600001,952.5
1634688790.09173,610001,925.9000244140625
1634688858.7100842,620001,921.0999755859375
1634688927.0221791,630001,954.4000244140625
1634688995.6097918,640001,1000.5
1634689063.7955673,650001,1122.9000244140625
1634689132.234669,660001,1132.0999755859375
1634689200.6737878,670001,1075.0999755859375
1634689269.0738304,680001,1107.699951171875
1634689337.3269696,690001,1184.300048828125
1634689406.053781,700001,1173.0999755859375
1634689474.7848716,710001,1085.4000244140625
1634689543.4765425,720001,1089.5
1634689612.0628138,730001,1160.4000244140625
1634689680.6551082,740001,1149.5
1634689749.6156807,750001,1122.699951171875
1634689818.4757135,760001,1256.0
1634689887.245166,770001,1182.9000244140625
1634689956.2254379,780001,1223.800048828125
1634690025.3164618,790001,1224.300048828125
1634690094.3516223,800001,1263.5999755859375
1634690162.993522,810001,1279.4000244140625
1634690231.9133656,820001,1370.699951171875
1634690300.7022264,830001,1481.199951171875
1634690369.5238595,840001,1525.199951171875
1634690438.4769325,850001,1498.300048828125
1634690507.4225595,860001,1394.4000244140625
1634690576.4701405,870001,1400.4000244140625
1634690645.6846306,880001,1350.300048828125
1634690715.0131721,890001,1407.5999755859375
1634690784.5779269,900001,1397.300048828125
1634690854.0084941,910001,1401.0999755859375
1634690923.365495,920001,1380.9000244140625
1634690992.8083599,930001,1433.0
1634691062.164862,940001,1404.300048828125
1634691131.5624778,950001,1446.5999755859375
1634691201.2275581,960001,1443.699951171875
1634691270.9620483,970001,1461.199951171875
1634691340.7193143,980001,1482.0999755859375
1634691410.3333056,990001,1430.5999755859375
1634691479.982835,1000001,1457.300048828125
1634691549.8064222,1010001,1495.9000244140625
1634691619.50698,1020001,1456.699951171875
1634691689.2338622,1030001,1424.800048828125
1634691758.7493777,1040001,1350.300048828125
1634691828.1545794,1050001,1395.5
1634691897.4578335,1060001,1396.5
1634691966.7290668,1070001,1441.4000244140625
1634692035.7888935,1080001,1412.800048828125
1634692104.70017,1090001,1432.699951171875
1634692174.0112376,1100001,1408.300048828125
1634692243.5589135,1110001,1430.5
1634692312.8844633,1120001,1465.800048828125
1634692381.911252,1130001,1490.300048828125
1634692520.4764414,1150001,1512.699951171875
1634692589.6284685,1160001,1510.300048828125
1634692658.6839566,1170001,1507.0999755859375
1634692727.5689037,1180001,1535.5
1634692796.3429854,1190001,1564.9000244140625
1634692864.9833777,1200001,1513.800048828125
1634692933.59752,1210001,1472.0999755859375
1634693002.2407649,1220001,1477.699951171875
1634693070.7138705,1230001,1512.5
1634693139.394766,1240001,1518.4000244140625
1634693207.9582105,1250001,1531.0999755859375
1634693276.2256498,1260001,1520.4000244140625
1634693344.0741675,1270001,1543.0
1634693412.429159,1280001,1617.800048828125
1634693480.5569968,1290001,1565.5999755859375
1634693548.683951,1300001,1508.199951171875
1634693616.781509,1310001,1439.5
1634693685.101977,1320001,1556.0
1634693753.4325306,1330001,1605.699951171875
1634693821.739048,1340001,1626.0
1634693889.9469013,1350001,1594.0
1634693958.129374,1360001,1514.5999755859375
1634694026.420292,1370001,1522.800048828125
1634694094.5551724,1380001,1500.800048828125
1634694162.580154,1390001,1593.300048828125
1634694230.4698267,1400001,1576.0
1634694298.5020087,1410001,1533.9000244140625
1634694366.3722036,1420001,1561.300048828125
1634694434.158556,1430001,1648.5999755859375
1634694501.945369,1440001,1591.199951171875
1634694569.40078,1450001,1540.699951171875
1634694637.0010996,1460001,1578.199951171875
1634694704.654452,1470001,1590.5
1634694772.19254,1480001,1618.0
1634694839.590906,1490001,1605.0999755859375
1634694907.4471488,1500001,1601.199951171875
1634694975.144122,1510001,1598.9000244140625
1634695042.6962748,1520001,1561.300048828125
1634695110.4725697,1530001,1604.300048828125
1634695178.1912353,1540001,1614.9000244140625
1634695245.476942,1550001,1620.4000244140625
1634695312.926661,1560001,1572.5999755859375
1634695380.4393399,1570001,1579.199951171875
1634695447.54938,1580001,1539.5
1634695514.963749,1590001,1548.800048828125
1634695582.4509199,1600001,1575.5999755859375
1634695650.18761,1610001,1617.699951171875
1634695717.589536,1620001,1638.5
1634695784.924343,1630001,1617.300048828125
1634695851.94333,1640001,1690.5
1634695918.8917127,1650001,1682.5
1634695985.9531813,1660001,1715.5
1634696052.6016183,1670001,1660.0
1634696119.432746,1680001,1635.0
1634696186.692679,1690001,1588.0
1634696254.9235702,1700001,1541.800048828125
1634696323.2712936,1710001,1551.0999755859375
1634696391.879239,1720001,1559.5999755859375
1634696460.3881636,1730001,1618.9000244140625
1634696528.7292407,1740001,1645.699951171875
1634696597.0222287,1750001,1706.5999755859375
1634696665.5843701,1760001,1681.800048828125
1634696733.7219408,1770001,1645.199951171875
1634696802.179529,1780001,1625.800048828125
1634696870.571099,1790001,1635.0
1634696939.0746944,1800001,1679.699951171875
1634697007.3046227,1810001,1678.0
1634697075.7778716,1820001,1657.4000244140625
1634697143.982697,1830001,1655.5999755859375
1634697212.5378401,1840001,1645.0
1634697280.4790525,1850001,1676.4000244140625
1634697348.723375,1860001,1704.800048828125
1634697416.8422542,1870001,1739.0999755859375
1634697553.2277844,1890001,1726.800048828125
1634697621.4352133,1900001,1737.300048828125
1634697689.6554134,1910001,1773.5
1634697758.939479,1920001,1816.5
1634697827.104728,1930001,1782.699951171875
1634697894.9179068,1940001,1804.699951171875
1634697962.9912424,1950001,1795.5
1634698030.957954,1960001,1809.0999755859375
1634698098.6271622,1970001,1803.0
1634698166.5837486,1980001,1784.0
1634698234.9798467,1990001,1791.9000244140625
1634698304.934901,2000001,1811.699951171875
1634698374.8653166,2010001,1756.4000244140625
1634698443.1362278,2020001,1777.199951171875
1634698511.1720912,2030001,1785.199951171875
1634698579.1302996,2040001,1807.5999755859375
1634698647.2017264,2050001,1760.0
1634698714.9798586,2060001,1713.699951171875
1634698782.9896066,2070001,1659.9000244140625
1634698851.2651432,2080001,1641.5999755859375
1634698919.5055656,2090001,1649.0
1634698987.5739279,2100001,1738.9000244140625
1634699055.815021,2110001,1738.4000244140625
1634699123.8898096,2120001,1810.0999755859375
1634699191.7143967,2130001,1828.0999755859375
