Wall time,Step,Value
1634684745.2800567,20001,390.0
1634684794.9270246,30001,436.70001220703125
1634684844.2874196,40001,442.6000061035156
1634684896.1090164,50001,442.6000061035156
1634684966.4663558,60001,442.6000061035156
1634685036.7056494,70001,451.1000061035156
1634685106.810566,80001,473.20001220703125
1634685176.7145784,90001,473.20001220703125
1634685246.7312105,100001,473.20001220703125
1634685317.1352925,110001,473.20001220703125
1634685387.5449677,120001,473.20001220703125
1634685458.1103373,130001,473.20001220703125
1634685529.0483956,140001,473.20001220703125
1634685599.68645,150001,473.20001220703125
1634685670.2288446,160001,473.20001220703125
1634685740.7580352,170001,513.0
1634685811.1077921,180001,587.7000122070312
1634685881.5216308,190001,587.7000122070312
1634685952.7007878,200001,587.7000122070312
1634686024.5312088,210001,595.7000122070312
1634686094.8755767,220001,595.7000122070312
1634686165.4826777,230001,595.7000122070312
1634686236.198464,240001,595.7000122070312
1634686306.86793,250001,645.7000122070312
1634686448.7242475,270001,652.0999755859375
1634686519.343566,280001,652.0999755859375
1634686590.6144474,290001,669.2000122070312
1634686661.8906317,300001,720.4000244140625
1634686733.0143232,310001,720.4000244140625
1634686803.9734626,320001,783.5
1634686874.7362983,330001,816.5999755859375
1634686944.4707022,340001,816.5999755859375
1634687011.8591821,350001,824.5999755859375
1634687081.3722506,360001,824.5999755859375
1634687150.0603201,370001,824.5999755859375
1634687219.0771592,380001,824.5999755859375
1634687287.9904802,390001,824.5999755859375
1634687356.874007,400001,824.5999755859375
1634687426.5596359,410001,824.5999755859375
1634687495.823209,420001,824.5999755859375
1634687563.662001,430001,824.5999755859375
1634687631.5805275,440001,849.9000244140625
1634687699.40886,450001,849.9000244140625
1634687767.260281,460001,849.9000244140625
1634687834.8891144,470001,849.9000244140625
1634687902.8827639,480001,849.9000244140625
1634687970.95544,490001,849.9000244140625
1634688039.0639849,500001,904.5
1634688107.0385764,510001,904.5
1634688174.7352123,520001,904.5
1634688242.6878965,530001,904.5
1634688311.3498936,540001,904.5
1634688379.9715545,550001,904.5
1634688447.999845,560001,904.5
1634688516.4076037,570001,904.5
1634688584.8587596,580001,904.5
1634688653.5047967,590001,918.9000244140625
1634688721.7425365,600001,952.5
1634688790.0918372,610001,952.5
1634688858.7101972,620001,952.5
1634688927.0222964,630001,954.4000244140625
1634688995.6098988,640001,1000.5
1634689063.7956748,650001,1122.9000244140625
1634689132.234777,660001,1132.0999755859375
1634689200.6738937,670001,1132.0999755859375
1634689269.0739355,680001,1132.0999755859375
1634689337.3270762,690001,1184.300048828125
1634689406.0538864,700001,1184.300048828125
1634689474.7849789,710001,1184.300048828125
1634689543.4766512,720001,1184.300048828125
1634689612.062922,730001,1184.300048828125
1634689680.6552165,740001,1184.300048828125
1634689749.6157885,750001,1184.300048828125
1634689818.47582,760001,1256.0
1634689887.2452748,770001,1256.0
1634689956.225544,780001,1256.0
1634690025.3165696,790001,1256.0
1634690094.3517284,800001,1263.5999755859375
1634690162.9936273,810001,1279.4000244140625
1634690231.9134724,820001,1370.699951171875
1634690300.7023358,830001,1481.199951171875
1634690369.523967,840001,1525.199951171875
1634690438.4770415,850001,1525.199951171875
1634690507.4226668,860001,1525.199951171875
1634690576.4702525,870001,1525.199951171875
1634690645.6847386,880001,1525.199951171875
1634690715.0132773,890001,1525.199951171875
1634690784.578034,900001,1525.199951171875
1634690854.0086017,910001,1525.199951171875
1634690923.3656006,920001,1525.199951171875
1634690992.8084679,930001,1525.199951171875
1634691062.1649716,940001,1525.199951171875
1634691131.5625858,950001,1525.199951171875
1634691201.2276635,960001,1525.199951171875
1634691270.9621773,970001,1525.199951171875
1634691340.719423,980001,1525.199951171875
1634691410.3334112,990001,1525.199951171875
1634691479.9829414,1000001,1525.199951171875
1634691549.8065274,1010001,1525.199951171875
1634691619.5070863,1020001,1525.199951171875
1634691689.2339668,1030001,1525.199951171875
1634691758.7494855,1040001,1525.199951171875
1634691828.1546872,1050001,1525.199951171875
1634691897.4579382,1060001,1525.199951171875
1634691966.7291753,1070001,1525.199951171875
1634692035.7889998,1080001,1525.199951171875
1634692104.700275,1090001,1525.199951171875
1634692174.011474,1100001,1525.199951171875
1634692243.5590227,1110001,1525.199951171875
1634692312.8845694,1120001,1525.199951171875
1634692381.9113593,1130001,1525.199951171875
1634692451.1282566,1140001,1525.199951171875
1634692589.6285756,1160001,1525.199951171875
1634692658.6840632,1170001,1525.199951171875
1634692727.5690098,1180001,1535.5
1634692796.3430917,1190001,1564.9000244140625
1634692864.9834843,1200001,1564.9000244140625
1634692933.5976274,1210001,1564.9000244140625
1634693002.2408714,1220001,1564.9000244140625
1634693070.7139747,1230001,1564.9000244140625
1634693139.3948724,1240001,1564.9000244140625
1634693207.9583163,1250001,1564.9000244140625
